CO_ALUNO_IDENTIFICADO,CO_ALUNO,NO_ALUNO,NO_MAE_ALUNO,SG_SEXO,DT_DATA_NASCIMENTO,NU_CPF,DS_EMAIL,CO_PESSOA_FISICA_ALUNO,DS_SENHA,CO_MATRICULA,CO_CICLO_MATRICULA,CO_CURSO,NU_CARGA_HORARIA,DT_DATA_INICIO,DT_DATA_FIM_PREVISTO,CO_PERIODO_CADASTRO,NO_CICLO_MATRICULA,CO_TIPO_OFERTA_CURSO,CO_TIPO_INSTITUICAO,CO_PORTFOLIO,NU_VAGAS_OFERTADAS,NU_TOTAL_INSCRITOS,NO_STATUS_MATRICULA,CO_UNIDADE_ENSINO,MES_DE_OCORRENCIA
836988364,858465681,Davi Barros,Ana Viana,M,2003-09-29,760.145.283-26,xlopes@silva.net,215345782,)dw2GIdVlb,80140354,38290,41423,1200,2021-02-04,2023-04-26,5,repellat,5,2,4583,36,85,DESLIGADO,606902,10
295135422,268065789,Sra. Alana Peixoto,Sra. Catarina da Luz,M,1995-04-27,162.593.870-59,samuelaragao@da.br,860443950,#&8)THU_Uy,42356649,84261,97366,1000,2020-03-11,2023-11-09,3,doloremque,4,1,1754,72,58,CONCLUÍDO,364413,5
667344755,451972841,Diego Nunes,Ana Lívia Nunes,M,2000-02-11,640.879.521-85,vitoriaalmeida@bol.com.br,978068155,U7bDiDkc#e,72906804,34875,46889,1600,2025-03-30,2021-12-03,7,sapiente,3,1,9313,61,65,CONCLUÍDO,830497,3
666481470,288631319,Agatha Novaes,Laura Fogaça,F,1997-09-26,895.316.042-15,ramosthales@nogueira.br,908815290,Fz^0d_Sd$D,50683228,77383,56527,1000,2020-05-05,2020-11-19,9,eaque,3,2,1390,66,33,DESLIGADO,566297,4
309245912,623672682,Bianca Caldeira,Heloísa Fernandes,F,2002-12-04,380.652.971-02,yasminnogueira@uol.com.br,560215445,Ie4B3lay4_,72526753,32839,14728,1600,2023-10-29,2021-03-12,2,velit,5,1,6273,66,55,TRANCADO,600986,5
795659150,957193704,Lívia Ramos,Fernanda Farias,F,1997-07-02,582.631.490-70,muriloaraujo@cunha.com,345436289,g0T6Nadh^1,91435171,62447,39785,1000,2022-08-19,2022-03-19,7,voluptatibus,5,2,4931,41,57,TRANCADO,325064,4
437131681,982303782,Julia Caldeira,Carolina Pinto,F,2003-08-14,187.605.294-58,joaquim76@bol.com.br,214840783,8*69NbJez+,82187999,31046,82847,1200,2020-04-06,2024-09-17,6,iure,2,1,8961,61,87,CONCLUÍDO,630303,8
833659020,853464537,Dra. Alana Mendes,Lavínia Ramos,F,1995-08-15,324.689.175-37,tcavalcanti@campos.com,434741385,sxnBN(2g(2,48841332,66982,65892,800,2025-02-16,2020-02-05,1,cupiditate,5,3,4150,59,92,CONCLUÍDO,532429,6
161628600,784146934,Lorenzo das Neves,Rafaela da Conceição,M,1995-04-07,748.509.621-49,rodriguesnina@hotmail.com,412818375,h5dPV3De)7,85339776,41487,26968,1000,2021-06-15,2020-06-29,3,voluptas,5,1,6150,36,60,DESLIGADO,372880,11
365623246,525474337,Caio Ferreira,Dra. Julia Souza,M,1996-05-23,408.319.762-50,maria-sophia98@gmail.com,778879246,1#Ud4Y8o^b,37217954,43779,46609,1600,2020-05-02,2021-11-03,7,praesentium,4,2,5985,72,70,DESLIGADO,354816,5
882214429,961817758,Maria Oliveira,Alice Lopes,M,2005-09-22,861.452.390-42,uda-costa@uol.com.br,542004294,+bFooVya4_,40239377,48116,29139,1200,2021-03-30,2024-04-09,1,totam,5,2,1032,66,80,TRANCADO,150462,4
976557125,253413629,Stephany Fogaça,Srta. Maria Fernanda Dias,M,1997-07-09,694.518.320-33,vicente17@goncalves.br,245215023,%!G5_(VvP#,33440635,72024,48799,1000,2025-02-16,2022-02-11,9,molestiae,1,3,3965,58,81,CONCLUÍDO,198285,11
203984696,357236375,Yasmin Farias,Nina Gomes,F,1995-01-10,368.459.127-00,eferreira@ig.com.br,854001492,&8aGL*SVkn,47080176,92164,79632,1600,2023-10-15,2024-03-09,10,distinctio,1,3,1083,71,60,TRANCADO,188705,8
468528966,296936162,Leandro Viana,Agatha Cunha,F,1995-09-29,968.321.057-03,ana-sophia16@hotmail.com,240853364,)1f0ltAq7U,42175520,91461,55174,1600,2024-02-07,2023-11-30,5,ullam,2,2,9632,58,63,CONCLUÍDO,957773,3
339267312,220839451,Bryan Lopes,Heloísa Santos,M,2001-08-15,982.506.314-98,araujomaria@ig.com.br,982942448,A+x82TuVxt,19009452,60465,48468,1200,2023-01-15,2024-05-26,1,expedita,3,2,1809,54,70,CONCLUÍDO,206361,1
118987585,430379307,Ana Luiza Porto,Dra. Maria Alice da Mota,F,2007-06-02,691.052.784-49,joao-lucas13@campos.br,475744113,0aTuJBEa)0,65242879,34653,99518,1600,2020-11-04,2023-01-10,9,ex,5,2,1978,33,84,TRANCADO,656205,3
183092889,249648258,Calebe da Luz,Isabelly Cunha,F,2006-01-21,976.412.830-04,cvieira@alves.org,560967244,_@5LXUt9%f,60901353,69681,34006,1600,2022-01-10,2021-01-27,7,est,2,2,3841,60,77,TRANCADO,928326,8
821512255,834500430,Sr. Vicente Moura,Julia Caldeira,F,2002-08-06,641.907.582-30,souzajulia@rodrigues.br,270784573,^2DNH$ne!a,38474167,53283,55307,1200,2023-11-04,2021-01-17,9,nihil,2,3,6934,53,46,CONCLUÍDO,974088,9
984285276,773183671,Alícia da Cruz,Dra. Valentina Monteiro,M,1996-07-13,965.270.318-40,otavio00@azevedo.com,484565763,GfF3T$mh)@,86160292,75667,24081,800,2021-09-17,2023-11-29,2,cupiditate,4,3,8423,62,60,CONCLUÍDO,383923,5
702690049,945504846,Lívia Teixeira,Alexia Silva,M,1996-10-15,096.571.328-86,ryanvieira@uol.com.br,278492853,sO7$#TupW!,80250800,88553,12997,1200,2024-08-24,2023-09-23,8,voluptatem,2,1,8444,49,22,CONCLUÍDO,948410,11
548319722,410387016,Ana Sophia Ramos,Pietra Rodrigues,M,1997-02-20,593.468.271-73,kmartins@ribeiro.br,872314418,!%hr2YOi&Z,64112772,64905,30188,1600,2020-10-19,2024-12-21,10,quis,2,2,5309,69,75,TRANCADO,511757,4
287061039,933612785,Ana Luiza Dias,Dra. Ana Luiza Santos,M,1999-12-06,493.578.016-93,qribeiro@silveira.br,915714633,y_4QORbZY#,34369273,26987,48182,1600,2021-06-23,2021-02-13,6,nemo,4,1,7406,35,36,CONCLUÍDO,696359,4
745868684,894768543,Catarina Ferreira,Ana Beatriz Carvalho,F,2005-03-20,029.843.517-97,sofia32@bol.com.br,172097105,9zB#hCMN&2,81731625,24117,63579,1200,2021-03-26,2021-11-11,7,quam,3,1,3842,51,54,DESLIGADO,792170,10
486309028,542209576,Sr. Danilo da Mata,Eduarda Caldeira,M,1995-09-28,012.734.856-53,benicio23@costa.br,995333069,jMqASYDm%8,54781384,49072,51406,1200,2020-08-08,2023-07-31,9,perspiciatis,5,1,8405,49,43,TRANCADO,356393,10
562052320,411642966,Sophie Mendes,Dra. Larissa Vieira,M,1995-10-30,962.738.401-13,msilveira@barros.com,100267516,Mv1SWFHfJ^,32829597,41922,34361,1000,2024-02-17,2020-04-04,8,quas,5,2,1369,48,70,DESLIGADO,532204,1
451663067,848319253,Natália Ribeiro,Luiza Jesus,M,2007-02-01,068.145.729-58,vinicius81@gmail.com,690264380,)8KWW1vhIM,64467488,94587,53801,800,2023-07-21,2024-11-25,5,illo,2,3,6591,60,67,DESLIGADO,289929,9
163039450,808230523,Rafaela Almeida,Daniela Monteiro,M,1996-08-20,764.382.109-78,castroanthony@moreira.com,142925525,+1O27QfM%1,66870276,11603,61213,1000,2020-07-15,2023-09-02,8,voluptatem,2,2,8682,46,43,DESLIGADO,827458,5
745783999,185898410,Clara da Cunha,Srta. Cecília Castro,M,2005-01-29,193.687.450-48,maite76@moraes.br,215494915,@4#Hxg^peU,70979932,54595,12033,1000,2022-07-07,2021-03-19,7,eligendi,4,1,6624,46,41,TRANCADO,819537,12
110879664,683970235,Benício Gomes,Sra. Larissa da Cunha,F,2003-12-24,263.804.791-04,miguellopes@ig.com.br,934233004,bKHw*BCt+9,57317961,97321,34342,1600,2022-10-25,2023-01-22,6,quis,5,3,7883,65,47,TRANCADO,659804,11
293083426,394872101,Stella da Cruz,Dra. Ana Júlia Mendes,M,2003-09-12,542.138.970-79,teixeiragabrielly@ramos.br,779440784,Y&jO5Ksbox,65449974,10475,17491,1200,2020-04-20,2021-08-28,1,laborum,2,3,3655,32,98,CONCLUÍDO,708911,7
780961969,308036278,Antônio Fogaça,Maria Sophia Barbosa,F,2002-11-17,609.712.835-59,silveirabreno@araujo.com,761919467,_+lW53NH5o,15257545,43897,86008,1600,2023-12-22,2023-02-17,10,iste,2,2,8194,76,55,TRANCADO,375774,11
340266266,761659175,Marcela Almeida,Cecília Monteiro,M,1998-08-29,725.081.469-94,joao-felipeduarte@pinto.br,544815769,Ff32Z4yUJ_,97464416,53415,39878,1600,2021-02-16,2021-11-25,5,voluptas,2,3,4741,52,57,CONCLUÍDO,406905,6
805440668,442616734,Sofia Carvalho,Gabrielly Azevedo,M,1996-09-10,638.120.459-15,teixeiraana-vitoria@gmail.com,467374282,w$0bXQdc#i,41344971,81468,28549,1200,2021-04-19,2020-12-12,10,quas,4,3,6273,80,39,CONCLUÍDO,403662,8
809213834,403109898,Renan Oliveira,Caroline Monteiro,M,1999-11-24,360.874.259-00,da-cruzthales@teixeira.com,492156662,MG4bKuNK+B,85202534,80605,94391,1200,2023-11-18,2021-12-16,4,accusamus,5,2,7449,49,50,TRANCADO,944153,8
929776358,696623441,Sra. Ana Carolina Alves,Sabrina Gomes,M,2006-11-03,952.460.718-20,raquel10@da.net,817302077,j^*#0YJqoc,14057394,80035,48295,1200,2024-03-06,2022-06-03,6,voluptates,3,3,1406,74,22,TRANCADO,541141,1
191306630,866113383,Sra. Bárbara Pereira,Gabriela Lopes,F,2000-06-17,341.209.675-06,yurilima@melo.br,131636133,$Ra)K(Gs%7,31935854,62689,99249,1200,2023-11-28,2024-10-28,1,veniam,4,2,5207,67,92,DESLIGADO,307870,8
653046040,816117859,Maria Sophia Nunes,Ana Vitória Costa,F,2005-11-14,347.605.912-06,nathan21@hotmail.com,132928829,Yb6#mDjhL^,39065391,31737,17753,1600,2020-02-10,2023-04-27,9,labore,1,1,5987,53,40,CONCLUÍDO,772583,8
495332393,114494567,João Miguel Dias,Alice Pires,M,1995-02-25,983.012.547-50,renanfreitas@uol.com.br,173636640,O%aA4Zdvnn,13133788,70009,22280,800,2023-02-11,2022-02-23,3,voluptatum,1,2,3633,78,41,DESLIGADO,245318,10
768450256,833763405,Sra. Ana Julia Ferreira,Sra. Marcela Monteiro,F,1996-07-25,708.125.964-20,kferreira@gmail.com,695721200,%hjNhZZ%S1,78314986,65053,97244,800,2025-01-01,2021-08-16,9,voluptate,1,2,6634,30,35,CONCLUÍDO,424546,10
900012816,208662926,Vitor Hugo Duarte,Camila Cavalcanti,F,1997-02-23,984.052.631-60,viniciusda-paz@fernandes.com,869521965,AT!37gSt!#,24057454,51270,52277,1000,2020-03-13,2024-01-23,8,vero,3,1,6331,55,24,CONCLUÍDO,484714,2
731996915,550859435,Luigi Porto,Ana Lívia Farias,F,2002-05-04,269.175.034-52,da-luzclara@hotmail.com,794984309,pYA4!4Ihlw,19187621,35356,77598,800,2020-01-26,2023-10-23,10,doloribus,5,1,5082,35,48,DESLIGADO,575296,4
314392771,873042109,Sra. Mariane Viana,Luna Caldeira,F,2006-09-19,075.324.196-06,vitor82@mendes.org,129191524,w!1EgF_8fm,79072023,62299,14790,1600,2020-10-24,2023-03-31,7,officiis,4,3,7455,62,40,CONCLUÍDO,896974,5
713335640,115716957,Marcelo Ferreira,Catarina Araújo,M,2004-09-14,027.965.384-00,aragaonina@ig.com.br,229799671,%509zQy0Zc,83506684,69590,19294,1600,2024-11-09,2020-01-14,4,voluptatem,4,3,9385,67,90,DESLIGADO,578151,10
878839767,502252571,Alice Farias,Letícia Almeida,M,2004-08-20,491.862.073-69,gabriela51@lopes.br,765567216,(8wAUX%eYF,67927651,48949,24104,1200,2025-02-07,2024-07-25,5,incidunt,3,3,2944,43,85,TRANCADO,668133,3
548393134,951970003,Ana Julia Duarte,Luana Moura,M,1996-04-03,984.163.027-31,rodriguesjoao@bol.com.br,243228923,VcP3rB3u!d,10072606,94601,45265,1600,2020-03-08,2021-05-30,5,perferendis,4,1,4777,79,90,CONCLUÍDO,595083,1
929279623,625746433,Dra. Alexia Jesus,Marina da Paz,M,1999-12-13,952.873.046-92,valentina99@da.br,315902194,%%A4XKgOU0,89489361,33254,86927,1600,2024-10-24,2022-01-22,1,accusamus,2,3,3492,78,45,TRANCADO,634821,4
640261653,755776721,Dra. Rebeca Porto,Ana Laura Silveira,M,1996-05-07,589.740.231-05,da-luzpietra@uol.com.br,689954311,OtF6E@dA^7,91166551,45447,23993,800,2021-07-05,2021-07-10,7,quaerat,3,3,7371,64,88,DESLIGADO,289785,6
147236853,250179456,Maria Lima,Joana Araújo,F,1995-09-06,815.024.936-24,miguelcavalcanti@da.com,727253833,l#b1HzCsDl,88269493,56939,16518,1200,2020-01-31,2021-05-06,10,delectus,2,1,8865,33,80,TRANCADO,296024,6
791761152,280846318,Lorenzo Oliveira,Letícia Freitas,M,2003-07-28,971.258.460-76,pda-paz@gmail.com,592966315,e5_b2KdI#t,36390309,10440,10881,800,2021-12-02,2020-09-25,6,ipsa,4,2,4617,50,84,TRANCADO,640317,3
182601076,425915750,João Pedro Almeida,Fernanda Silva,F,1997-08-30,892.507.164-94,qcosta@bol.com.br,140684639,f7B4!Y6i^E,54782409,77852,76039,1200,2023-09-06,2022-09-12,5,cupiditate,4,2,5500,72,87,DESLIGADO,748916,11
847930403,978537597,João Vitor Sales,Maysa Moraes,M,2007-03-10,084.713.956-57,saleslucas@azevedo.net,918391553,PNTB$3Qrcj,19963253,69506,74149,1600,2021-08-01,2023-09-02,5,in,2,2,6708,30,52,TRANCADO,670033,4
194758438,342946600,Igor Souza,Lavínia Cunha,M,1998-02-19,549.031.876-75,pnascimento@ig.com.br,948751072,!5SeLMUf&X,67336007,45117,32915,1000,2022-07-06,2020-08-31,3,aliquam,1,2,2746,34,100,TRANCADO,773180,12
730852845,761540383,Brenda Pires,Marina Viana,M,2003-07-09,436.125.870-80,emilly47@uol.com.br,398157553,EtqwG8dr*1,99435201,15426,92345,1600,2025-03-05,2021-07-17,3,pariatur,3,1,3832,42,80,DESLIGADO,565538,2
140710597,329536589,Alícia Viana,Maitê Moura,M,2004-08-14,379.521.406-80,aragaoalicia@melo.net,872449772,Q2D&1ZyYZk,19914862,48367,64929,800,2024-11-12,2023-07-17,3,totam,1,2,9469,57,23,TRANCADO,557526,9
676882030,886454960,Vitor Hugo Pereira,Maria Clara Cardoso,F,2004-08-25,712.385.690-21,ana-beatriz80@yahoo.com.br,406814898,y3%r5H8qqu,46361765,50100,13641,800,2021-12-18,2024-09-19,4,nam,3,2,9523,52,86,TRANCADO,461701,9
320675021,659111906,Davi Lucca Sales,Maria Cardoso,M,1998-05-09,029.683.741-50,daniloferreira@silveira.org,330162488,*8iEuMTo4!,80972277,88149,87081,1000,2021-11-26,2024-02-19,6,voluptatem,2,2,7836,57,59,DESLIGADO,206825,2
478881543,523636117,Juan Cunha,Luiza Porto,M,2001-10-20,802.659.743-56,tdas-neves@ribeiro.org,370964489,&33xuTHzK$,28005946,77594,27583,800,2025-03-26,2021-09-17,7,deleniti,4,1,2789,51,47,CONCLUÍDO,345060,6
534938518,283019502,Sr. Kaique Ferreira,Srta. Yasmin Moura,F,2005-08-30,854.639.712-00,santosvinicius@yahoo.com.br,175985779,A%$Oasy4%3,82640600,67934,28995,800,2024-03-19,2024-06-14,5,quod,3,2,7944,39,69,TRANCADO,498968,11
869991993,607057015,Dr. Bryan Fogaça,Caroline Ribeiro,F,2003-12-19,068.549.713-57,gabrielteixeira@moura.com,664312262,vX61g_Zb^(,72455218,85005,93694,1600,2023-06-22,2022-08-31,2,dolore,3,3,3339,73,72,TRANCADO,422667,7
380191591,494072796,Manuela Azevedo,Daniela Fogaça,F,2000-05-18,370.251.869-02,wviana@silva.com,448460854,_wgtKrn()8,66154772,38584,53017,1200,2023-07-05,2025-01-31,4,placeat,5,3,9686,62,70,TRANCADO,699638,2
820629837,789552789,Maria Sophia Vieira,Laís da Paz,M,2002-10-16,301.264.987-50,qcostela@dias.com,718431423,asL#i$im_7,37396947,47734,20540,1000,2024-02-08,2020-04-04,4,at,3,3,1030,64,69,CONCLUÍDO,631509,12
844079798,373373632,Luiz Gustavo Nunes,Ana Luiza Nogueira,M,1994-06-27,015.289.374-14,maria-clara14@yahoo.com.br,958175576,mO7Iau6T)p,70248496,85051,60172,1600,2025-01-20,2021-11-25,4,tenetur,3,3,5104,56,43,TRANCADO,775155,4
593423381,328239307,Stella Melo,Esther Ramos,M,1995-11-30,602.851.397-03,nascimentolivia@cavalcanti.net,162608926,7UVBJy(t*D,66537755,11158,70531,1600,2022-09-29,2021-12-26,1,vero,4,3,7257,70,62,CONCLUÍDO,615141,10
779157967,898824294,Benjamin Peixoto,Isabel Souza,M,2005-08-11,071.682.439-69,nunesmaria-vitoria@cardoso.br,347806642,_6mUxhlL+9,61826510,27317,37012,800,2020-06-24,2024-04-26,7,ad,1,1,1642,43,65,DESLIGADO,248316,10
218978066,315278385,Matheus Moreira,Ana Laura Correia,M,1999-10-05,135.268.479-91,amanda28@gmail.com,382160079,!PvWdzM(j8,65960129,82791,57573,1200,2022-03-12,2024-05-06,8,cum,3,2,1964,80,65,TRANCADO,805804,2
605495042,926585162,Manuela Ramos,Daniela Pinto,F,2000-07-07,835.421.967-46,valentinagomes@carvalho.com,107616582,_(72_LId%W,96570755,91185,69982,800,2021-12-31,2024-10-15,4,at,5,1,1389,63,56,DESLIGADO,281832,10
732372566,871149527,Yuri Vieira,Isabelly da Mota,F,1998-09-06,358.706.492-00,vda-conceicao@hotmail.com,293054452,C(tz6XZh)&,67989430,95019,37069,1200,2023-04-12,2024-08-26,6,amet,4,2,4937,67,40,TRANCADO,948735,9
963408723,726789391,Brenda Silva,Laís Cunha,F,2004-03-07,970.528.134-32,costaclara@dias.com,445348581,@@4QLo$*%V,45807353,12739,28883,1200,2021-02-26,2021-12-09,3,soluta,2,1,7816,37,30,TRANCADO,469256,10
993329955,553135481,Eduardo Cardoso,Yasmin Novaes,M,2006-03-04,391.025.687-21,isissilva@hotmail.com,232087047,w6+%3BkhaB,29811701,21128,98057,1000,2024-11-15,2023-11-13,10,officia,3,2,5023,80,100,CONCLUÍDO,357789,9
850265718,725853042,Anthony Mendes,Elisa Cardoso,F,2006-07-01,974.380.562-10,isadora96@lopes.br,203791176,004Jl%bsU&,57843410,97326,67394,800,2021-12-20,2021-07-27,7,ullam,1,2,2004,60,98,CONCLUÍDO,320850,7
600447263,216928062,Sr. Benício Freitas,Kamilly Gomes,M,1995-02-23,079.186.542-85,vitor-gabrielda-luz@moraes.net,481153908,)eZ7O1nY^R,18017586,49251,90103,1000,2021-11-21,2023-10-10,2,ipsum,5,3,8086,44,99,TRANCADO,195119,9
250809255,693329315,Maria Luiza Lima,Valentina Alves,F,2005-10-09,260.953.841-33,laurada-mota@souza.br,365046891,DU)5KrLnH8,59461619,45712,26521,800,2020-09-21,2021-12-04,3,quod,4,2,1744,78,30,DESLIGADO,197194,9
485724810,907923159,Ana Beatriz Castro,Caroline da Rocha,F,1998-01-27,367.298.415-91,davi-luiz08@barbosa.com,315886287,!(1%ePxkSS,71731082,56965,53207,800,2021-07-31,2022-07-04,2,delectus,4,2,8982,64,90,CONCLUÍDO,392962,10
163900947,315215335,Letícia Ferreira,Marcela Almeida,F,2000-06-10,586.749.132-37,caio03@silva.br,388370181,hD_7Snfdx),61191727,28248,93037,1000,2025-02-16,2025-04-09,4,commodi,2,1,1297,37,44,CONCLUÍDO,645933,1
900362065,953024549,Juan Sales,Srta. Ana Julia Ramos,F,2007-03-03,947.012.683-13,liviada-mata@monteiro.br,579366718,Uf4d#5Jh9E,42482370,42072,58631,1000,2022-10-19,2022-04-11,5,voluptatibus,1,3,7727,75,42,TRANCADO,503090,3
334645119,478607656,Noah Santos,Laís Lima,M,2005-08-02,871.096.532-77,miguel51@carvalho.br,211971191,G$0yRoaQC+,65054080,52086,54489,1200,2021-01-09,2021-10-21,10,aliquam,2,3,7473,65,28,CONCLUÍDO,221637,9
688856525,126699170,Davi Farias,Ana Aragão,M,2001-01-29,239.186.045-51,vitornascimento@ig.com.br,170420707,lm1zUHXDQ#,11139070,73545,78242,1200,2024-01-31,2020-03-15,7,temporibus,2,2,1520,46,54,TRANCADO,722932,10
572935451,217463611,Mirella Ribeiro,Sophie Fogaça,F,2002-09-13,182.463.970-87,aragaocaua@cardoso.com,208078616,#O1WrJkq%(,85097349,18896,25966,1000,2020-07-10,2023-11-15,6,tenetur,1,2,9017,40,92,TRANCADO,401603,10
162767560,529493462,Ana Beatriz da Cruz,Marcela Silva,F,1999-10-19,295.084.137-60,carvalhoerick@bol.com.br,983458281,&J0YOVk1V^,43924830,25033,42774,1200,2022-01-17,2024-07-08,4,veniam,4,2,9232,38,40,CONCLUÍDO,955985,7
579361703,100622832,Dr. Renan Moura,Sra. Sofia Pinto,M,1994-08-11,487.562.319-46,knascimento@ig.com.br,519778340,_(0I0W308e,94133041,62211,79448,1200,2025-05-29,2020-02-28,6,odit,3,2,4470,79,88,CONCLUÍDO,210179,10
542081531,658385027,Maria Luiza da Cunha,Cecília da Costa,F,2000-02-29,486.295.731-55,ppereira@bol.com.br,569463060,@+U0J_dhQe,15404880,88325,91448,1600,2025-05-07,2021-06-02,8,nemo,3,3,9291,58,76,CONCLUÍDO,185770,10
313645275,422522687,Ana Carolina da Paz,Lavínia Lopes,F,1999-01-09,245.039.187-88,antonioda-conceicao@farias.net,610914695,Q*4sZRe9gH,11917886,94579,37175,1200,2025-02-02,2023-08-05,9,quidem,5,2,3497,80,83,DESLIGADO,538376,8
854189953,302914333,Yuri da Rosa,Natália Pires,F,2001-06-24,468.273.951-46,antonioda-mata@gmail.com,943986182,BD)R6VBi(*,93272961,89382,56433,800,2021-12-20,2023-12-15,7,eveniet,3,2,2637,55,23,DESLIGADO,345972,3
119225505,937846859,Carolina Duarte,Rebeca Melo,F,2004-04-28,531.268.407-44,guilhermerodrigues@bol.com.br,332617649,sOw4Vg_i)7,34285941,78922,31522,1000,2023-03-09,2024-11-18,7,fugiat,3,1,5419,34,75,DESLIGADO,544811,6
544873582,349068218,João Pedro Gomes,Sra. Sabrina Costela,M,2004-09-28,356.879.024-65,caldeirarebeca@fogaca.br,633304986,K(H3(BAb*$,50374948,61425,40106,1600,2024-07-08,2021-10-08,9,repudiandae,4,1,2889,56,65,TRANCADO,594084,4
225546135,895020276,Caroline Farias,Ana Luiza Jesus,F,1996-06-05,147.980.362-69,ribeirovitor@ribeiro.com,137609014,)3DCV3viJx,76499267,64522,48632,1600,2024-12-10,2024-11-20,3,neque,1,2,2931,52,31,CONCLUÍDO,169992,1
707472607,716943521,Bianca Souza,Lara Sales,M,1997-06-25,748.936.105-20,juan17@lopes.com,538815460,_)MP_0Uwkp,57503945,17637,34479,800,2021-03-12,2025-02-09,4,quae,3,2,8684,77,73,TRANCADO,579173,4
555203336,424472654,Dr. Breno Campos,Rebeca Rocha,F,1998-01-30,821.374.960-03,camposana-beatriz@campos.com,553478620,z7RlrrEm^o,95382497,97302,83880,800,2025-01-07,2023-08-14,10,iste,4,1,1548,46,44,TRANCADO,742750,1
237153968,807076532,Eloah Martins,Lara Aragão,M,1994-11-12,023.841.596-15,renan34@silveira.com,761985915,(SWPTiLk(7,75803761,58319,54065,1000,2022-11-05,2021-08-23,2,quisquam,5,2,4477,76,31,TRANCADO,363315,5
443256524,447368841,Bryan Duarte,Pietra Silva,M,1998-05-25,274.653.019-80,costalara@bol.com.br,765311771,6Eg_UK&u&3,32262379,51941,99596,1600,2021-12-27,2021-07-10,3,aspernatur,1,1,2925,65,79,DESLIGADO,868946,11
404077846,812314375,Eduardo da Mata,Nicole Farias,M,2007-01-08,097.256.431-43,erickcostela@gmail.com,489911667,!3IhnHI6RJ,98236920,31728,53437,1000,2024-06-22,2020-03-18,10,libero,5,3,4504,57,93,DESLIGADO,540055,5
860050515,403749335,Pietra Vieira,Lara da Rosa,M,2001-05-31,784.123.695-64,mmelo@uol.com.br,927599647,@D3TfRkDH@,17379637,28717,45101,1600,2024-12-05,2020-07-23,1,alias,2,3,7021,34,65,TRANCADO,978325,1
330365708,661884168,Isabella da Costa,Ana Laura Carvalho,F,1995-11-03,085.247.931-04,ana-beatriz18@fernandes.br,228027075,m05Sy(eX(F,35295960,49508,55303,1000,2022-06-07,2024-02-03,9,dolorum,4,1,2400,46,39,CONCLUÍDO,162725,2
650347453,855382730,Alícia Viana,Sophia Almeida,F,2007-01-04,108.396.745-20,pereirakevin@ig.com.br,261979708,xG8J4g7u*&,85049172,19410,26242,1000,2024-03-14,2024-06-18,1,amet,2,1,5384,35,94,CONCLUÍDO,611037,1
868937883,378058300,Vicente Pinto,Sophia da Rocha,F,1998-10-24,528.936.107-30,yurinovaes@almeida.br,848553952,5!09Hgm5Lp,75932553,39725,79627,800,2022-01-27,2022-04-22,5,assumenda,4,2,8358,78,37,DESLIGADO,798925,1
190610737,600754812,Davi Luiz Mendes,Sophia Pinto,F,1998-08-03,971.483.065-66,cauepires@viana.br,957300418,gv9aV6Lx%4,31320235,84896,17769,1600,2025-04-25,2021-11-30,9,laboriosam,1,1,9050,36,97,TRANCADO,277429,8
605226562,881627156,Dr. Nathan Cardoso,Melissa Cardoso,F,2001-05-21,390.428.657-92,luiz-henriquerezende@yahoo.com.br,989431125,L5iJwYzk^6,91044013,22007,22939,1600,2021-09-25,2024-03-30,9,quos,2,2,4353,35,37,DESLIGADO,262488,3
950553859,469619883,Gabrielly da Mota,Dra. Bianca Caldeira,F,2005-01-30,230.851.749-23,rlima@barros.net,117390688,Q5ZYb5rN@5,48736489,10662,42838,1200,2022-09-29,2022-06-24,5,illo,5,1,3521,53,76,CONCLUÍDO,550790,11
624035885,345488661,Luiz Miguel da Mata,Ana Sophia Monteiro,F,1994-12-08,039.741.685-75,ndas-neves@freitas.br,195205680,+3FzWNlg1w,76263533,94105,32900,800,2023-09-15,2023-05-21,3,fugit,5,2,8025,47,25,TRANCADO,498422,7
863581143,378944782,Amanda da Rosa,Yasmin Porto,F,2007-02-06,627.130.954-25,isabellyda-mata@uol.com.br,485305645,Ya2iC0ESf#,14066678,54908,50238,1000,2023-03-12,2024-04-10,6,autem,3,1,3520,65,65,DESLIGADO,586057,3
212702635,724630176,Lorena Caldeira,Ana Sophia Castro,F,2002-03-20,804.376.159-01,rafael15@bol.com.br,303734118,$MyMcOQs#1,30265583,38934,95224,800,2022-02-25,2022-12-30,1,assumenda,2,2,7864,65,29,CONCLUÍDO,902703,6
799702679,395188791,Joana Gomes,Marina Porto,F,2007-03-30,728.051.639-40,daniel55@porto.br,117659997,q3kXjOAs_y,67655907,10545,55467,1200,2020-04-26,2023-05-23,3,saepe,1,1,5182,75,49,DESLIGADO,164378,5
799495124,333754096,Cauã Porto,Ana Sophia Pinto,M,1997-01-16,418.592.367-82,rochalarissa@da.com,956233470,HA$chU*f_8,68091657,93180,62869,800,2024-04-02,2023-01-06,8,corrupti,2,1,8825,33,48,DESLIGADO,307955,12
693977571,224664210,Esther Souza,Nina Novaes,F,1994-11-14,879.342.051-04,carolinasilveira@araujo.com,605028017,!t_TVfVx2t,90234493,86704,55917,800,2024-10-20,2022-02-24,2,fugit,1,2,9042,59,31,DESLIGADO,955427,5
